ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GOBP_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY	GOBP_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY	30	-0.8830729825948351	-1.9835027690889606	5.128962664709029e-8	6.924099597357189e-7	5.072519534906011e-7	1048	tags=40%, list=5%, signal=38%	Syk/Lyn/Fcer1g/Vav1/Hck/Fcgr2b/Myo1g/Ptprc/Clec4d/Fgr/Clec4e/Fcgr4
GOBP_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	59	-0.7904310664827453	-1.9503283180158264	5.429059622117896e-8	7.296066550991019e-7	5.345018451496877e-7	2151	tags=41%, list=10%, signal=37%	Trem2/Stat6/Tnfsf13/Tgfb1/Clcf1/Il2/Lta/Foxp3/Parp3/Btk/Ptpn6/Cd226/Il27ra/H2-T23/Fcgr2b/Cd40/Ptprc/Cd28/Tbx21/Tnfsf4/Xcl1/Tnf/Il10/C3
GOBP_INTERLEUKIN_1_PRODUCTION	GOBP_INTERLEUKIN_1_PRODUCTION	102	-0.7265776431687303	-1.8733319438618756	5.5202779742137274e-8	7.385236749285933e-7	5.410343562209472e-7	2151	tags=49%, list=10%, signal=45%	Trem2/Stat3/Wnt5a/Nlrc4/Cx3cr1/F2r/Pml/Tnfaip3/Sphk1/Nod1/Cd33/Aim2/Lilra5/Aqp4/Il6/Zc3h12a/Myd88/Tyrobp/S1pr3/Havcr2/Anxa1/Mndal/Lilra6/Tlr6/Orm2/Tlr4/Nlrp3/Casp8/Ccl19/Gsdmd/Lgals9/Orm1/Cd36/Pycard/Nlrp1a/Casp1/Acp5/Tmem106a/Ccr7/Ccl3/Gbp5/Tlr8/Lilrb4b/Pira2/Ifi204/Tnf/Ifng/Il10/Mefv/Ifi205
GOBP_T_HELPER_1_TYPE_IMMUNE_RESPONSE	GOBP_T_HELPER_1_TYPE_IMMUNE_RESPONSE	45	-0.8236183946375856	-1.9611087090248267	6.101711610722922e-8	8.126494835805864e-7	5.953381118415991e-7	1704	tags=67%, list=8%, signal=62%	Stat6/Il1rl1/Pla2g4a/Il1r1/Ebi3/Cd80/Hlx/Jak3/Havcr2/Anxa1/Tlr4/Ccl19/Slc11a1/Il18r1/Il23r/Il18bp/Il27ra/Il12rb1/Slamf1/Il4ra/Il1b/Bcl3/Il27/Tbx21/Spn/Tnfsf4/Xcl1/Ccr2/H2-Eb1/Il12b
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	91	-0.7373025051137637	-1.891900592210917	6.640201034911532e-8	8.804195122181808e-7	6.449856926297998e-7	2107	tags=51%, list=9%, signal=46%	Stat3/Wnt5a/Il1rl2/Il17ra/Spon2/F2r/Il6ra/Nod1/Lilra5/Tlr3/Il6/Rab7b/Myd88/Tyrobp/Mapk13/Syk/Rigi/Plcg2/Tlr7/Aif1/Lilra6/Tlr6/Tlr4/Cyba/Ptafr/Mmp8/Lgals9/Nos2/Cd36/Il1a/Pycard/Tlr1/Tlr9/Ifih1/Il1b/Pou2af1/Tmem106a/Tlr2/Tlr8/Tnfsf4/Pirb/Scimp/Pira2/Cd74/Tnf/Ifng
GOBP_RESPONSE_TO_PROTOZOAN	GOBP_RESPONSE_TO_PROTOZOAN	26	-0.894221129978534	-1.947167528039543	6.868450079554622e-8	9.026237493927977e-7	6.612522736115233e-7	771	tags=81%, list=3%, signal=78%	Myd88/Slc11a1/Irf8/Irf4/Tspan32/Il4ra/Bcl3/Gbp9/Cd40/Batf/Gbp7/Gbp3/Arg1/Batf2/Gbp4/Gbp8/Gbp2/Il12b/Gbp10/Il10/Nkg7
GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_SIGNAL_TRANSDUCTION	GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_SIGNAL_TRANSDUCTION	26	-0.8942163045023188	-1.9471570205595936	6.868450079554622e-8	9.026237493927977e-7	6.612522736115233e-7	1316	tags=54%, list=6%, signal=51%	Ffar2/Tyrobp/Syk/Plcg2/Lyn/Lilra6/Clec4n/Hck/Klrk1/Pira2/Klrd1/Klrc2/Klrc3/Klrc1
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	27	-0.8926050842071775	-1.9625028447978268	6.966034326032997e-8	9.114150638025551e-7	6.676926942689639e-7	1491	tags=63%, list=7%, signal=59%	Cd160/H2-Q1/Lag3/Raet1e/H2-M3/Cd226/Vav1/Crtam/H2-T23/Il21/Slamf6/Klrk1/Klrd1/Il12b/Klrc2/Klrc3/Klrc1
GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	84	-0.7465534445289559	-1.9038568384105525	7.398185483534244e-8	9.637110037761714e-7	7.060041271682957e-7	1957	tags=43%, list=9%, signal=39%	Ada/6030468B19Rik/Notch2/Mfng/Stat6/Tnfsf13/Gpr183/Tgfb1/Clcf1/Il6/Il2/Cdh17/Lgals1/Foxp3/Plcg2/Ifnb1/Parp3/Tlr4/Spi1/Cd19/Il27ra/Irf8/Bcl3/Gapt/Pou2af1/Cd180/Fcgr2b/Cd40/Batf/Il21/Ptprc/Cd28/Tbx21/Tnfsf4/Il10/Cd40lg
GOBP_ACUTE_INFLAMMATORY_RESPONSE	GOBP_ACUTE_INFLAMMATORY_RESPONSE	116	-0.7166795114177312	-1.8722653374930107	8.68149637193815e-8	1.12594079583652e-6	8.24851896152432e-7	2004	tags=47%, list=9%, signal=43%	Cebpb/S100a8/Adam8/Pla2g2d/Prcp/Il31ra/Ptger3/Tnfrsf11a/Ahsg/Ptges/Il6ra/Fut7/Sigirr/Il6/Nupr1/Ffar2/Ighg2c/Fn1/Vcam1/Alox5ap/B4galt1/Plscr1/Osmr/Pik3cg/Serpinf2/Itih4/Orm2/Btk/Nlrp3/Serpina1b/Hp/Gata3/Osm/Orm1/Il1a/Serpina3n/Trem1/Cd6/Serpina3m/Tnfsf11/A2m/Il1b/Reg3g/H2-T23/Fcgr1/Fcgr2b/Ccr7/Dnase1l3/Tnfsf4/Ighg2b/Tnf/Fcgr4/Ighg3/C3
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	106	-0.7183308964459036	-1.8576569193733927	9.819608835593423e-8	1.2680103583353245e-6	9.289305017469842e-7	2706	tags=39%, list=12%, signal=34%	Loxl3/Nedd9/Myh9/Nrp1/Angptl3/Itga6/Cd63/Itgb1/Fbln1/Itga1/Madcam1/Itga2/Tln1/Fyb2/Dab2/Tec/Itga4/Cdh17/Txk/Fn1/Itgam/Syk/Plek/Itgae/Fermt1/Fermt3/Col3a1/Cd177/Vav1/Lat/Tspan32/Hck/Itgb2/Itgb7/Bst1/Timp1/Isg15/Itgal/Fgr/Itgax/Cd40lg
GOBP_CELLULAR_EXTRAVASATION	GOBP_CELLULAR_EXTRAVASATION	70	-0.766141412603134	-1.9187190676517205	1.0068276375356073e-7	1.2944926768314951e-6	9.483311582529508e-7	2362	tags=51%, list=10%, signal=46%	Adam8/Fadd/Itgb1/Pik3cd/Lyve1/Itga1/Selplg/Cx3cr1/Pdgfd/Madcam1/Il1r1/Fut7/F11r/Itga4/Fut4/Selp/Vcam1/Pik3cg/Ptger4/Gcnt1/Sele/Icam1/Ptafr/Cd177/Ripk3/Il27ra/Trim55/Jaml/Itgb7/Bst1/Spn/Sell/Itgal/Ccr2/Tnf/Ccl2
GOBP_INTERFERON_BETA_PRODUCTION	GOBP_INTERFERON_BETA_PRODUCTION	57	-0.7915836093439552	-1.9489394268829698	1.0314129635684534e-7	1.3203864231889253e-6	9.673006332558955e-7	2511	tags=47%, list=11%, signal=42%	Ripk2/Relb/Rnf135/Rel/Hmgb2/Tlr3/Nlrc3/Trim56/Nmi/Rigi/Tlr7/Tlr4/Sting1/Pycard/Dhx58/Tlr9/Irf1/Ifih1/Oas2/Tlr2/Isg15/Oas3/Oas1a/Tlr8/Oas1g/Pirb/Irf7
GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	49	-0.8124044246565559	-1.9598809237008545	1.0908627666659425e-7	1.390498891415386e-6	1.0186642596333877e-6	1957	tags=47%, list=9%, signal=43%	6030468B19Rik/Il13/Stat6/Tnfsf13/Tnfrsf4/Tgfb1/Clcf1/Il6/Il2/Mzb1/Cd86/Sash3/Tlr9/Il4ra/H2-T23/Cd40/Il21/Ptprc/Cd28/Tbx21/Tnfsf4/Xcl1/Il10
GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS	GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS	69	-0.7677793002815763	-1.9226024508998902	1.1033999733525287e-7	1.4004691969474403e-6	1.0259683962751584e-6	2688	tags=46%, list=12%, signal=41%	Gpam/Ada/Adam8/Fadd/Wnt5a/Bak1/Bcl2l11/Bmp4/Ripk1/Aurkb/Il2/Fas/Dock8/Jak3/Gimap8/Lyn/Btk/Ripk3/Lgals9/Cd27/Il7r/Fasl/Hsh2d/Il2ra/Lgals3/Cd274/Blk/Pdcd1/Cd74/Cd3g/Il10/Ccl5
GOBP_T_CELL_SELECTION	GOBP_T_CELL_SELECTION	49	-0.8118256493622847	-1.9584846601848958	1.165663996937186e-7	1.4732008812355074e-6	1.0792508316547205e-6	2107	tags=57%, list=9%, signal=52%	Stat3/Stat6/Zap70/Il15/Il6ra/Il6/Foxp3/Syk/Dock2/Gata3/Themis/Il23r/Il12rb1/Irf4/Ccr7/Batf/Card11/Ptprc/Cd3d/Cd28/Tbx21/Slamf6/Ly9/Spn/Cd74/Il12b/Cd3g/Cd3e
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	41	-0.8242313733039274	-1.9399209204934873	1.6438482483175578e-7	2.0687412277555707e-6	1.515537167382869e-6	1782	tags=44%, list=8%, signal=41%	Il15/Axl/Il15ra/H2-Q1/Tyrobp/Prdm1/Havcr2/H2-M3/Ptpn22/Il23r/H2-T23/Pglyrp2/Fgr/Il12b/Fcgr4/Klrc2/Klrc3/Klrc1
GOBP_CELL_RECOGNITION	GOBP_CELL_RECOGNITION	169	-0.6606110094306139	-1.77356003006501	1.6909055914668223e-7	2.1189829563951315e-6	1.552343707555817e-6	2810	tags=34%, list=12%, signal=30%	Emb/Lbp/Coro1a/Pecam1/Nrp1/Epha3/Palld/Izumo1/Zpbp2/Fcnb/Casp3/Ighv14-3/Trem2/Ighv1-63/Spon2/Pear1/Tnn/Trbc2/Ly6k/Colec12/Folr2/Ighg2c/Dock8/B4galt1/Havcr2/Ighm/Cxcr4/Msn/Ccl19/C4b/Cd226/Dock2/Cd36/Ighv1-82/Igha/Ptx3/Cd6/Crtam/Izumo1r/Ccr7/Ighv1-78/Lgals3/Ighv1-53/Iglc2/Cd5/Ighg2b/Iglc3/Ighv1-42/Iglc1/Igkc/Ighv1-64/Ighv1-55/Ighv14-4/Ighv9-3/Prf1/Ighg3/Ighv1-12
GOBP_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	GOBP_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	29	-0.8775264131318071	-1.9541014152270855	1.7421798730543686e-7	2.1740647995678466e-6	1.5926960626286508e-6	1289	tags=62%, list=6%, signal=59%	H2-Q1/Nckap1l/Foxp3/Ifnb1/H2-M3/Slamf1/H2-Q10/Il7r/Fcgr2b/Ptprc/Tbx21/Arg1/Pirb/Lilrb4b/Xcl1/H2-Q7/Klrd1/Klrc1
GOBP_B_CELL_DIFFERENTIATION	GOBP_B_CELL_DIFFERENTIATION	124	-0.696473979473126	-1.8324283810988868	1.7619186747436867e-7	2.1894972652672593e-6	1.604001717989518e-6	2640	tags=43%, list=12%, signal=38%	Ada/Malt1/6030468B19Rik/Notch2/Mfng/Blnk/Adam17/Itgb1/Klf6/Zfp36l2/Bak1/Gpr183/Tcirg1/Nfam1/Hhex/Clcf1/Il6/Itga4/Il2/Mmp14/Lyl1/Cdh17/Vcam1/Lgals1/Nckap1l/Jak3/Inpp5d/Syk/Ikzf3/Cd79a/Il7/Plcg2/Ifnb1/Cmtm7/Tnfsf13b/Btk/Ms4a1/Spi1/Ptpn6/Cd79b/Cd19/Cd27/Irf8/Tlr9/Bcl3/Pou2af1/Fcgr2b/Card11/Il21/Ptprc/Slamf8/Il10/Cd40lg
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION	GOBP_ALPHA_BETA_T_CELL_PROLIFERATION	40	-0.829337477886586	-1.952567843027137	1.9803777465213373e-7	2.450717461320155e-6	1.7953687728331598e-6	1806	tags=57%, list=8%, signal=53%	Zap70/Il15/Ebi3/Tgfbr2/Syk/Rasal3/Dock2/Lgals9/Ptpn22/Tnfrsf14/H2-Q10/Irf1/Elf4/H2-T23/Ptprc/Cd28/Cd274/Tnfsf4/Xcl1/Ccr2/H2-Q7/Il12b/Cd3e
GOBP_PEPTIDYL_TYROSINE_MODIFICATION	GOBP_PEPTIDYL_TYROSINE_MODIFICATION	356	-0.5784450169107476	-1.5812200787032564	2.084414359598318e-7	2.5687596049821596e-6	1.8818451545270686e-6	2865	tags=27%, list=13%, signal=24%	Csf2/Afap1l2/Prkcd/Tnfrsf18/Pecam1/Mertk/Nedd9/Igf2/Nrp1/Ripk2/Epha3/Il13/Shc1/Ephb4/Ncapg2/Adam17/Trem2/Met/Pbk/Ttk/Stap1/Frk/Il31ra/Bmx/Cav1/Hgf/Ntf3/Pdgfd/Zap70/Il15/Gata1/Axl/Lif/Il6ra/Tnfrsf1a/Ddr2/Csf1r/Angpt1/Lilra5/Tgfb1/Clcf1/Ehd4/Efemp1/Il6/Tec/Mvp/Cd80/Il2/Cd300a/Abi3/Txk/Cntf/Jak3/Samsn1/Syk/Il7/Plcg2/Lyn/Ncf1/Lrrk1/Lck/Fes/Tnfsf18/Clec4n/Btk/Il12rb2/Ptpn6/Hcls1/Eif2ak2/Tnfrsf14/Il23r/Osm/Cd36/Dyrk4/Parp9/Cd44/Socs3/Socs1/Hck/Itgb2/Itk/Bst1/Fcgr1/Cd40/Parp14/Il21/Ptprc/Blk/Fgr/Lilrb4b/Cd74/Tnf/Il12b/Ifng/Cd3e/Ccl5
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	29	-0.874505220436878	-1.9473737352023155	2.455500764316244e-7	3.0135691198426632e-6	2.207707733728437e-6	1542	tags=62%, list=7%, signal=58%	Angpt1/Tgfb1/H2-Q1/Foxp3/Jak3/Ifnb1/H2-M3/Slamf1/Hmox1/Bst2/Tbx21/Arg1/Pirb/Lilrb4b/Xcl1/Cd96/Tnf/Il10
GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	241	-0.6189389463430196	-1.6843404421409964	2.5537335189911687e-7	3.1212298565447614e-6	2.286578810376758e-6	2865	tags=29%, list=13%, signal=26%	Csf2/Afap1l2/Prkcd/Tnfrsf18/Pecam1/Nedd9/Igf2/Nrp1/Ripk2/Il13/Shc1/Ncapg2/Adam17/Trem2/Stap1/Il31ra/Cav1/Hgf/Ntf3/Pdgfd/Il15/Gata1/Lif/Il6ra/Tnfrsf1a/Csf1r/Angpt1/Lilra5/Tgfb1/Clcf1/Ehd4/Il6/Tec/Mvp/Cd80/Il2/Cd300a/Cntf/Samsn1/Syk/Il7/Plcg2/Lyn/Ncf1/Lrrk1/Tnfsf18/Clec4n/Ptpn6/Hcls1/Tnfrsf14/Il23r/Osm/Cd36/Parp9/Cd44/Socs3/Socs1/Itgb2/Bst1/Fcgr1/Cd40/Parp14/Il21/Ptprc/Lilrb4b/Cd74/Tnf/Il12b/Ifng/Cd3e/Ccl5
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	37	-0.8388008201157203	-1.949346837211426	2.706144364593417e-7	3.2939544110010034e-6	2.4131149273574605e-6	1491	tags=57%, list=7%, signal=53%	Cd160/Cd80/Hlx/Tgfbr2/Nckap1l/Foxp3/Anxa1/Nlrp3/Ccl19/Cd86/Lgals9/Il23r/Sash3/Il12rb1/Socs1/Il4ra/Tnfsf4/Xcl1/H2-Eb1/Il12b/Ifng
GOBP_TYPE_2_IMMUNE_RESPONSE	GOBP_TYPE_2_IMMUNE_RESPONSE	36	-0.8474900536636292	-1.9652496643278385	3.0587976214198106e-7	3.708011810455852e-6	2.716448843598173e-6	1957	tags=58%, list=9%, signal=53%	Stat6/Ecm1/Il6/Hlx/Anxa1/Ifnb1/Nlrp3/Cd86/Gata3/Il27ra/Il4ra/Bcl3/Rsad2/Batf/Tbx21/Arg1/Tnfsf4/Xcl1/Ccr2/Cd74/Il10
GOBP_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	GOBP_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	43	-0.8178168815597501	-1.9406906706270353	3.490634176111588e-7	4.214302237012771e-6	3.0873516653926635e-6	2848	tags=56%, list=13%, signal=49%	Nr1h4/Lbp/Ripk2/Trem2/Cd14/Tnfaip3/Ly96/Nr1h3/Rab7b/Nmi/Ticam2/Lyn/Lilra6/Ifi35/Tlr4/Tnip3/Lgals9/Ptpn22/Pik3ap1/Oas1a/Oas1g/Scimp/Pira2/Acod1
GOBP_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	GOBP_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	64	-0.772826639464478	-1.9250486595934495	3.5948604473045394e-7	4.322564991293313e-6	3.166663773525883e-6	2151	tags=38%, list=10%, signal=34%	Trem2/Cd14/Sphk1/Nod1/Tlr3/Nmi/Laptm5/Havcr2/Tlr7/Ifi35/Tlr4/Ccl19/Cd86/Eif2ak2/Il18r1/Mmp8/Lgals9/Cd27/Tlr9/Il1b/Tlr2/Tnfsf14/Tnf/Il12b
GOBP_CALCIUM_MEDIATED_SIGNALING	GOBP_CALCIUM_MEDIATED_SIGNALING	194	-0.6381409339480268	-1.7266092130176098	3.6637921936320815e-7	4.387686618986808e-6	3.21437116478672e-6	2459	tags=28%, list=11%, signal=25%	Nfatc3/P2rx4/Tpcn2/P2rx5/Actn3/Trem2/Cx3cr1/Pln/Bhlha15/Zap70/Ptgfr/Htr2b/Sphk1/Trpm5/3425401B19Rik/Nfatc1/Mctp2/Ccr9/Sla2/Selp/Vcam1/Cmklr1/Tbc1d10c/Syk/Plek/Ccr3/Plcg2/Cxcr4/Sele/Xcr1/Btk/Ccrl2/Lat2/Ccr5/Ccr4/Lat/Fpr2/Tnfsf11/Cd22/Bst1/Ccr7/Cxcr5/Ptprc/Irgm2/Irgm1/Ccl3/Ccr1/Ccr2/Ccl4/Cxcr6/Tnf/Cxcr3/Ccr8/Cd3e
GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	81	-0.7341684022678003	-1.8592298946838106	3.8787614758737193e-7	4.626474531463834e-6	3.3893045743525594e-6	3733	tags=52%, list=17%, signal=43%	Gata2/Ramp2/Tek/Fgg/Tcf7l2/Gper1/Arrb2/Neurod1/Ano6/Kdr/Zfp36l1/Il13/Sfrp4/Cd248/Fgf21/Angptl4/Cdh5/Ecscr/Cast/Cflar/Zfp36/Tnfaip3/Angpt1/Nfe2l2/Cd160/Serpine1/Il6/Thbs1/Itga4/Nupr1/Icam1/H2-M3/Gata3/Hmox1/H2-Q10/Fasl/Cd40/H2-Q7/Tnf/Ccl2/Il10/Cd40lg
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	40	-0.8229729502268784	-1.9375833857033584	4.760757839445326e-7	5.655780313261047e-6	4.1433627175298904e-6	1532	tags=48%, list=7%, signal=44%	Pla2g2d/Trem2/Fut7/Lta/Syk/Lyn/Rhbdf2/Btk/Hck/H2-T23/Fcgr2b/Ccr7/Cd28/Fgr/H2-Eb1/Tnf/Il12b/Il10/C3
GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	63	-0.7729435711687447	-1.9254236070075579	4.812035415042497e-7	5.6939223835363415e-6	4.171305180496055e-6	2848	tags=52%, list=13%, signal=46%	Nr1h4/Lbp/Cd34/Twist1/Vsir/Trem2/C5ar2/Tnfaip3/Axl/Cd33/Nlrc3/Zc3h12a/Foxp3/Havcr2/Lilra6/Tlr4/Ptpn6/Lgals9/Tspo/Ptpn22/Clec4a3/Il27ra/Orm1/Slamf1/Acp5/Bcl3/Gpnmb/Cd274/Pirb/Gpr18/Lilrb4b/Pira2/Il10
GOBP_REGULATORY_T_CELL_DIFFERENTIATION	GOBP_REGULATORY_T_CELL_DIFFERENTIATION	34	-0.8453530397861484	-1.9370472659222335	4.837927230857782e-7	5.701842807796672e-6	4.177107596567684e-6	1532	tags=50%, list=7%, signal=47%	Fut7/Il2/Lag3/Foxp3/H2-M3/Lgals9/H2-Q10/Irf1/Socs1/Cd28/Ctla4/Tnfsf4/Pirb/Lilrb4b/H2-Q7/H2-Eb1/Ifng
GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	40	-0.8215027038239863	-1.9341218806777696	5.38562626866348e-7	6.300830998455234e-6	4.615919785152213e-6	1449	tags=52%, list=6%, signal=49%	Ripk2/Rnf135/Hmgb2/Tlr3/Trim56/Rigi/Tlr7/Tlr4/Sting1/Dhx58/Tlr9/Irf1/Ifih1/Oas2/Tlr2/Isg15/Oas3/Oas1a/Tlr8/Oas1g/Irf7
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	58	-0.7771192446205296	-1.918562333377017	5.388589473426361e-7	6.300830998455234e-6	4.615919785152213e-6	2326	tags=53%, list=10%, signal=48%	Fcnb/Fadd/Cd14/Stat3/Wnt5a/F2r/Nod1/Ripk1/Serpine1/Tlr3/Il6/Ffar2/Myd88/Syk/Rigi/Tlr7/Lilra6/Tlr4/Lgals9/Nos2/Pycard/Tlr1/Tlr9/Il1b/Tlr2/Tlr8/Cd2/Pira2/Cd244a/Cd74/Tnf
GOBP_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	GOBP_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	60	-0.7771289610756672	-1.9261791089039695	5.455813675081183e-7	6.354418280388672e-6	4.6551772410290226e-6	2025	tags=53%, list=9%, signal=49%	Ada/Malt1/Sh2d1a/Stap1/Cmtm3/Nfam1/Rab29/Cd160/Elf1/Sla2/Cd300a/Laptm5/Lyn/Ubash3a/Lck/Ptpn6/Cd226/Lpxn/Cd19/Ptpn22/Gcsam/Pvrig/Tespa1/Kcnn4/Cd22/Fcgr2b/Ccr7/Card11/Ptprc/Lgals3/Blk/Lilrb4b
GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	148	-0.6602299856461237	-1.7618688684773145	5.554510760523812e-7	6.444100374513953e-6	4.720877361020855e-6	2626	tags=36%, list=12%, signal=32%	Malt1/Ripk2/S100a9/S100a8/Adam8/Stat3/Wnt5a/Trim52/Capn3/Trim6/Nlrc4/Cx3cr1/Cav1/Tnfrsf11a/Cflar/Sphk1/Eda2r/Nod1/Aim2/Ripk1/Tlr3/Il6/Card14/Rab7b/Myd88/Trim25/Plcg2/Il18rap/Tlr6/Traf1/Tnfsf18/Tlr4/Btk/Nlrp3/Trim5/Eif2ak2/Ripk3/Il18r1/Lgals9/Trim12c/Trim34a/Cd36/Trim21/Pycard/Tlr9/Tnfsf11/Trim14/Casp1/Il1b/Cd40/Card11/Tlr2/Tnf/Cd40lg
GOBP_LEUKOCYTE_HOMEOSTASIS	GOBP_LEUKOCYTE_HOMEOSTASIS	88	-0.7276109773164984	-1.866575566392055	6.081005603804828e-7	7.0235355744020445e-06	5.14536524270389e-6	2909	tags=47%, list=13%, signal=41%	P2rx7/Itpkb/Coro1a/Gpam/Ada/Mertk/Casp3/Fadd/Adam17/Pik3cd/Pmaip1/Bak1/Gpr183/Tcirg1/Bcl2l11/Tnfaip3/Axl/Spta1/Slc7a11/Il6/Il2/Fas/Ccnb2/Nckap1l/Foxp3/Jak3/Tnfrsf13b/Anxa1/Lyn/Gpr174/Tnfsf13b/Ripk3/Lgals9/Lat/Gapt/Il2ra/Sit1/Tnfsf14/Ccr2/Cd74/Hcar2
GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN	GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN	86	-0.7277312764431874	-1.8590078370907497	6.10125312523814e-7	7.0235355744020445e-06	5.14536524270389e-6	3316	tags=53%, list=15%, signal=46%	Swap70/Efna1/Cib1/Itga8/Ccn3/Mmrn1/Fbn1/Muc1/Ada/Piezo1/Snai2/Itga6/Pde3b/Adam17/Itgb1/Itga1/Podxl/Npnt/Itga2/Lif/Fyb2/Serpine1/Itga4/Dpp4/Skap1/Nckap1l/Itgam/Syk/Pik3cg/Plau/Lyn/Cyp1b1/Itgae/Fermt1/Icam1/Fermt3/Ptpn6/Lpxn/Foxc2/Itgb2/Itgb7/Cxcl13/Itgal/Itgax/Cd3e/Ccl5
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION	55	-0.7860391624273803	-1.9236107097034048	6.452146790891507e-7	7.398793810404547e-6	5.420275316713166e-6	2107	tags=62%, list=9%, signal=56%	Stat3/Wnt5a/Nlrc4/Nod1/Aim2/Lilra5/Il6/Myd88/Tyrobp/Mndal/Lilra6/Tlr6/Orm2/Tlr4/Nlrp3/Casp8/Ccl19/Gsdmd/Lgals9/Orm1/Cd36/Pycard/Nlrp1a/Casp1/Tmem106a/Ccl3/Gbp5/Tlr8/Pira2/Ifi204/Tnf/Ifng/Mefv/Ifi205
