query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	5.818381915721537e-10	425	7769	230	0.02960483974771528	0.5411764705882353	GO:0042060	GO:BP	wound healing	21031	10290	
query_1	TRUE	6.161775297636303e-10	197	7769	123	0.01583215343029991	0.6243654822335025	GO:0097553	GO:BP	calcium ion transmembrane import into cytosol	21031	19242	
query_1	TRUE	6.355763958355495e-10	191	7769	120	0.015446003346634058	0.6282722513089005	GO:0050851	GO:BP	antigen receptor-mediated signaling pathway	21031	13734	
query_1	TRUE	6.496694845215508e-10	181	7769	115	0.01480241987385764	0.6353591160220995	GO:0045580	GO:BP	regulation of T cell differentiation	21031	11827	
query_1	TRUE	6.570630498486409e-10	312	7769	178	0.02291157163084052	0.5705128205128205	GO:0051607	GO:BP	defense response to virus	21031	14278	
query_1	TRUE	6.867489993490271e-10	567	7769	293	0.03771399150469816	0.5167548500881834	GO:0044270	GO:BP	cellular nitrogen compound catabolic process	21031	11311	
query_1	TRUE	6.876512892769287e-10	257	7769	152	0.01956493757240314	0.5914396887159533	GO:0090068	GO:BP	positive regulation of cell cycle process	21031	18519	
query_1	TRUE	7.045628191683991e-10	230	7769	139	0.017891620543184453	0.6043478260869565	GO:0000819	GO:BP	sister chromatid segregation	21031	239	
query_1	TRUE	8.138216590533928e-10	270	7769	158	0.020337237739734844	0.5851851851851851	GO:0001933	GO:BP	negative regulation of protein phosphorylation	21031	552	
query_1	TRUE	8.543840221073496e-10	4836	7769	1999	0.25730467241601235	0.41335814722911496	GO:0044271	GO:BP	cellular nitrogen compound biosynthetic process	21031	11312	
query_1	TRUE	8.595847778759672e-10	671	7769	338	0.04350624275968593	0.503725782414307	GO:0120039	GO:BP	plasma membrane bounded cell projection morphogenesis	21031	20036	
query_1	TRUE	8.658304367807451e-10	317	7769	180	0.02316900501995109	0.5678233438485805	GO:0046879	GO:BP	hormone secretion	21031	12824	
query_1	TRUE	8.870218823304007e-10	785	7769	387	0.04981336079289484	0.4929936305732484	GO:0032989	GO:BP	cellular anatomical entity morphogenesis	21031	8249	
query_1	TRUE	9.168784875983942e-10	315	7769	179	0.023040288325395803	0.5682539682539682	GO:0097193	GO:BP	intrinsic apoptotic signaling pathway	21031	19072	
query_1	TRUE	9.896891803383963e-10	154	7769	101	0.013000386150083665	0.6558441558441559	GO:0042552	GO:BP	myelination	21031	10592	
query_1	TRUE	1.0135660614962664e-9	156	7769	102	0.01312910284463895	0.6538461538461539	GO:0002753	GO:BP	cytoplasmic pattern recognition receptor signaling pathway	21031	1271	
query_1	TRUE	1.0135660614962664e-9	156	7769	102	0.01312910284463895	0.6538461538461539	GO:0008366	GO:BP	axon ensheathment	21031	3220	
query_1	TRUE	1.0135660614962664e-9	156	7769	102	0.01312910284463895	0.6538461538461539	GO:0007272	GO:BP	ensheathment of neurons	21031	2833	
query_1	TRUE	1.023289922868212e-9	279	7769	162	0.02085210451795598	0.5806451612903226	GO:0010721	GO:BP	negative regulation of cell development	21031	4397	
query_1	TRUE	1.023289922868212e-9	279	7769	162	0.02085210451795598	0.5806451612903226	GO:0002218	GO:BP	activation of innate immune response	21031	760	
query_1	TRUE	1.0762440202255348e-9	374	7769	206	0.026515639078388466	0.5508021390374331	GO:0007178	GO:BP	transmembrane receptor protein serine/threonine kinase signaling pathway	21031	2771	
query_1	TRUE	1.2393764273637877e-9	526	7769	274	0.03526837430814777	0.5209125475285171	GO:0034655	GO:BP	nucleobase-containing compound catabolic process	21031	9010	
query_1	TRUE	1.2822785409181121e-9	223	7769	135	0.017376753764963317	0.6053811659192825	GO:0019722	GO:BP	calcium-mediated signaling	21031	6232	
query_1	TRUE	1.3177872057516176e-9	248	7769	147	0.01892135409962672	0.592741935483871	GO:0033044	GO:BP	regulation of chromosome organization	21031	8279	
query_1	TRUE	1.4159537481279319e-9	531	7769	276	0.035525807697258334	0.519774011299435	GO:0010035	GO:BP	response to inorganic substance	21031	3885	
query_1	TRUE	1.4176310607203945e-9	66	7769	53	0.006821984811430043	0.803030303030303	GO:0060760	GO:BP	positive regulation of response to cytokine stimulus	21031	15401	
query_1	TRUE	1.4551508015670318e-9	105	7769	75	0.009653752091646286	0.7142857142857143	GO:0010595	GO:BP	positive regulation of endothelial cell migration	21031	4293	
query_1	TRUE	1.5328661962849986e-9	428	7769	230	0.02960483974771528	0.5373831775700935	GO:0009314	GO:BP	response to radiation	21031	3497	
query_1	TRUE	1.5475285153282822e-9	678	7769	340	0.0437636761487965	0.5014749262536873	GO:0061061	GO:BP	muscle structure development	21031	15656	
query_1	TRUE	1.6715629198989383e-9	676	7769	339	0.043634959454241215	0.5014792899408284	GO:0048858	GO:BP	cell projection morphogenesis	21031	13527	
query_1	TRUE	1.7309023635405612e-9	199	7769	123	0.01583215343029991	0.6180904522613065	GO:0031334	GO:BP	positive regulation of protein-containing complex assembly	21031	7382	
query_1	TRUE	1.7859780905501556e-9	291	7769	167	0.0214956879907324	0.5738831615120275	GO:0061448	GO:BP	connective tissue development	21031	15973	
query_1	TRUE	1.8556223051244786e-9	369	7769	203	0.026129488994722616	0.5501355013550135	GO:0010959	GO:BP	regulation of metal ion transport	21031	4594	
query_1	TRUE	2.0377573490715685e-9	587	7769	300	0.038615008366585143	0.5110732538330494	GO:0019439	GO:BP	aromatic compound catabolic process	21031	5984	
query_1	TRUE	2.1390069319413294e-9	247	7769	146	0.01879263740507144	0.5910931174089069	GO:0051896	GO:BP	regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	21031	14435	
query_1	TRUE	2.1443811345750754e-9	376	7769	206	0.026515639078388466	0.5478723404255319	GO:0032970	GO:BP	regulation of actin filament-based process	21031	8233	
query_1	TRUE	2.2985283924055607e-9	535	7769	277	0.035654524391813616	0.5177570093457944	GO:0001501	GO:BP	skeletal system development	21031	323	
query_1	TRUE	2.4000384284989196e-9	214	7769	130	0.0167331702921869	0.6074766355140186	GO:0071222	GO:BP	cellular response to lipopolysaccharide	21031	16982	
query_1	TRUE	2.5241493914797523e-9	260	7769	152	0.01956493757240314	0.5846153846153846	GO:0097305	GO:BP	response to alcohol	21031	19125	
query_1	TRUE	2.627837595333192e-9	736	7769	364	0.046852876818123314	0.4945652173913043	GO:0007420	GO:BP	brain development	21031	2949	
query_1	TRUE	2.7694199533756593e-9	256	7769	150	0.019307504183292572	0.5859375	GO:0006898	GO:BP	receptor-mediated endocytosis	21031	2581	
query_1	TRUE	2.7919812435713157e-9	84	7769	63	0.008109151756982881	0.75	GO:0002292	GO:BP	T cell differentiation involved in immune response	21031	831	
query_1	TRUE	2.8242970919606545e-9	655	7769	329	0.04234779250868838	0.5022900763358779	GO:0048812	GO:BP	neuron projection morphogenesis	21031	13483	
query_1	TRUE	2.848565410155847e-9	495	7769	259	0.03333762388981851	0.5232323232323233	GO:0007005	GO:BP	mitochondrion organization	21031	2648	
query_1	TRUE	2.9560024334438205e-9	77	7769	59	0.007594284978761745	0.7662337662337663	GO:0150076	GO:BP	neuroinflammatory response	21031	20654	
query_1	TRUE	2.999644835125292e-9	388	7769	211	0.027159222551164885	0.5438144329896907	GO:0050767	GO:BP	regulation of neurogenesis	21031	13670	
query_1	TRUE	3.10651392352929e-9	150	7769	98	0.012614236066417815	0.6533333333333333	GO:0035966	GO:BP	response to topologically incorrect protein	21031	9691	
query_1	TRUE	3.2070438840761385e-9	681	7769	340	0.0437636761487965	0.49926578560939794	GO:0045596	GO:BP	negative regulation of cell differentiation	21031	11843	
query_1	TRUE	3.356169820020841e-9	160	7769	103	0.013257819539194233	0.64375	GO:0051250	GO:BP	negative regulation of lymphocyte activation	21031	14045	
query_1	TRUE	3.493799036815695e-9	265	7769	154	0.019822370961513708	0.5811320754716981	GO:0050708	GO:BP	regulation of protein secretion	21031	13652	
query_1	TRUE	3.902291311064517e-9	334	7769	186	0.02394130518728279	0.5568862275449101	GO:0032956	GO:BP	regulation of actin cytoskeleton organization	21031	8220	
query_1	TRUE	4.255825621514057e-9	599	7769	304	0.03912987514480628	0.5075125208681135	GO:0007507	GO:BP	heart development	21031	3027	
query_1	TRUE	4.365443716960331e-9	953	7769	455	0.05856609602265414	0.4774396642182581	GO:0007017	GO:BP	microtubule-based process	21031	2656	
query_1	TRUE	4.4460803251960725e-9	234	7769	139	0.017891620543184453	0.594017094017094	GO:0006909	GO:BP	phagocytosis	21031	2588	
query_1	TRUE	4.505888375289299e-9	365	7769	200	0.025743338911056766	0.547945205479452	GO:0042176	GO:BP	regulation of protein catabolic process	21031	10349	
query_1	TRUE	4.710160491880977e-9	137	7769	91	0.011713219204530828	0.6642335766423357	GO:2001235	GO:BP	positive regulation of apoptotic signaling pathway	21031	27110	
query_1	TRUE	4.803536748390082e-9	463	7769	244	0.03140687347148925	0.5269978401727862	GO:0007015	GO:BP	actin filament organization	21031	2655	
query_1	TRUE	4.912071301362908e-9	101	7769	72	0.009267602007980436	0.7128712871287128	GO:0032760	GO:BP	positive regulation of tumor necrosis factor production	21031	8080	
query_1	TRUE	5.035428622718889e-9	141	7769	93	0.011970652593641395	0.6595744680851063	GO:0050729	GO:BP	positive regulation of inflammatory response	21031	13657	
query_1	TRUE	5.0925555531611355e-9	602	7769	305	0.03925859183936156	0.5066445182724253	GO:0010256	GO:BP	endomembrane system organization	21031	4071	
query_1	TRUE	5.148726325653506e-9	361	7769	198	0.025485905521946198	0.5484764542936288	GO:0010639	GO:BP	negative regulation of organelle organization	21031	4335	
query_1	TRUE	5.33633263736298e-9	616	7769	311	0.04003089200669327	0.5048701298701299	GO:1901361	GO:BP	organic cyclic compound catabolic process	21031	21927	
query_1	TRUE	5.35134003738733e-9	189	7769	117	0.015059853262968208	0.6190476190476191	GO:0000070	GO:BP	mitotic sister chromatid segregation	21031	25	
query_1	TRUE	5.861220484170946e-9	157	7769	101	0.013000386150083665	0.643312101910828	GO:0007189	GO:BP	adenylate cyclase-activating G protein-coupled receptor signaling pathway	21031	2778	
query_1	TRUE	5.921531651609257e-9	4063	7769	1693	0.2179173638820955	0.41668717696283536	GO:0019219	GO:BP	regulation of nucleobase-containing compound metabolic process	21031	5786	
query_1	TRUE	5.973157091537152e-9	167	7769	106	0.013643969622860085	0.6347305389221557	GO:0010594	GO:BP	regulation of endothelial cell migration	21031	4292	
query_1	TRUE	6.176698105913129e-9	76	7769	58	0.007465568284206462	0.7631578947368421	GO:0032729	GO:BP	positive regulation of type II interferon production	21031	8050	
query_1	TRUE	6.214580251903451e-9	388	7769	210	0.027030505856609603	0.5412371134020618	GO:0045786	GO:BP	negative regulation of cell cycle	21031	12014	
query_1	TRUE	6.713414390774918e-9	353	7769	194	0.02497103874372506	0.5495750708215298	GO:0051090	GO:BP	regulation of DNA-binding transcription factor activity	21031	13924	
query_1	TRUE	6.8267202354110774e-9	210	7769	127	0.016347020208521044	0.6047619047619047	GO:0043087	GO:BP	regulation of GTPase activity	21031	10870	
query_1	TRUE	7.1107711420921515e-9	59	7769	48	0.006178401338653623	0.8135593220338984	GO:0001961	GO:BP	positive regulation of cytokine-mediated signaling pathway	21031	575	
query_1	TRUE	7.233159984597527e-9	496	7769	258	0.033208907195263225	0.5201612903225806	GO:0010498	GO:BP	proteasomal protein catabolic process	21031	4224	
query_1	TRUE	7.468606044821649e-9	592	7769	300	0.038615008366585143	0.5067567567567568	GO:0003013	GO:BP	circulatory system process	21031	1471	
query_1	TRUE	9.29059527770929e-9	261	7769	151	0.019436220877847857	0.578544061302682	GO:0046883	GO:BP	regulation of hormone secretion	21031	12828	
query_1	TRUE	9.35886620168523e-9	66	7769	52	0.006693268116874759	0.7878787878787878	GO:0050854	GO:BP	regulation of antigen receptor-mediated signaling pathway	21031	13737	
query_1	TRUE	9.94257008778117e-9	1005	7769	475	0.061140429913759814	0.472636815920398	GO:0044255	GO:BP	cellular lipid metabolic process	21031	11307	
query_1	TRUE	1.0481256828455386e-8	315	7769	176	0.022654138241729953	0.5587301587301587	GO:0070371	GO:BP	ERK1 and ERK2 cascade	21031	16577	
query_1	TRUE	1.1292789054732729e-8	677	7769	336	0.04324880937057536	0.4963072378138848	GO:0055086	GO:BP	nucleobase-containing small molecule metabolic process	21031	14702	
query_1	TRUE	1.2580318712118869e-8	266	7769	153	0.019693654266958426	0.575187969924812	GO:0032386	GO:BP	regulation of intracellular transport	21031	7812	
query_1	TRUE	1.2984514308473252e-8	106	7769	74	0.009525035397091002	0.6981132075471698	GO:0042116	GO:BP	macrophage activation	21031	10317	
query_1	TRUE	1.329086586803457e-8	320	7769	178	0.02291157163084052	0.55625	GO:0045862	GO:BP	positive regulation of proteolysis	21031	12072	
query_1	TRUE	1.4711356171854567e-8	4264	7769	1767	0.2274423992791865	0.4143996247654784	GO:1901362	GO:BP	organic cyclic compound biosynthetic process	21031	21928	
query_1	TRUE	1.505484002756294e-8	604	7769	304	0.03912987514480628	0.5033112582781457	GO:0006281	GO:BP	DNA repair	21031	2116	
query_1	TRUE	1.550768421105859e-8	501	7769	259	0.03333762388981851	0.5169660678642715	GO:0002009	GO:BP	morphogenesis of an epithelium	21031	618	
query_1	TRUE	1.624614469221377e-8	181	7769	112	0.014416269790191788	0.6187845303867403	GO:0042129	GO:BP	regulation of T cell proliferation	21031	10328	
query_1	TRUE	1.625271537467994e-8	360	7769	196	0.02522847213283563	0.5444444444444444	GO:1990778	GO:BP	protein localization to cell periphery	21031	25951	
query_1	TRUE	1.6719567845685524e-8	499	7769	258	0.033208907195263225	0.5170340681362725	GO:0016049	GO:BP	cell growth	21031	5141	
query_1	TRUE	1.6724539194349478e-8	325	7769	180	0.02316900501995109	0.5538461538461539	GO:0016236	GO:BP	macroautophagy	21031	5240	
query_1	TRUE	1.7832473339424398e-8	323	7769	179	0.023040288325395803	0.5541795665634675	GO:0034765	GO:BP	regulation of monoatomic ion transmembrane transport	21031	9036	
query_1	TRUE	1.9407258959551165e-8	670	7769	332	0.042733942592354225	0.4955223880597015	GO:0043009	GO:BP	chordate embryonic development	21031	10829	
query_1	TRUE	1.943986278365017e-8	691	7769	341	0.04389239284335178	0.4934876989869754	GO:0009792	GO:BP	embryo development ending in birth or egg hatching	21031	3717	
query_1	TRUE	1.9571196443479078e-8	332	7769	183	0.02355515510361694	0.5512048192771084	GO:0031331	GO:BP	positive regulation of cellular catabolic process	21031	7380	
query_1	TRUE	2.0009265719775974e-8	8151	7769	3241	0.4171708070536749	0.3976199239357134	GO:0016043	GO:BP	cellular component organization	21031	5137	
query_1	TRUE	2.0143939018052048e-8	118	7769	80	0.010297335564422706	0.6779661016949152	GO:0032609	GO:BP	type II interferon production	21031	7933	
query_1	TRUE	2.0143939018052048e-8	118	7769	80	0.010297335564422706	0.6779661016949152	GO:0002718	GO:BP	regulation of cytokine production involved in immune response	21031	1243	
query_1	TRUE	2.0143939018052048e-8	118	7769	80	0.010297335564422706	0.6779661016949152	GO:0002367	GO:BP	cytokine production involved in immune response	21031	906	
query_1	TRUE	2.1194907686044733e-8	72	7769	55	0.00707941820054061	0.7638888888888888	GO:0046637	GO:BP	regulation of alpha-beta T cell differentiation	21031	12680	
query_1	TRUE	2.2266547598954025e-8	372	7769	201	0.025872055605612048	0.5403225806451613	GO:0009100	GO:BP	glycoprotein metabolic process	21031	3309	
query_1	TRUE	2.7815069609669834e-8	309	7769	172	0.022139271463508817	0.5566343042071198	GO:0006302	GO:BP	double-strand break repair	21031	2130	
query_1	TRUE	2.850118062845467e-8	211	7769	126	0.016218303513965762	0.5971563981042654	GO:0051091	GO:BP	positive regulation of DNA-binding transcription factor activity	21031	13925	
query_1	TRUE	2.8639688766545905e-8	47	7769	40	0.005148667782211353	0.851063829787234	GO:0001774	GO:BP	microglial cell activation	21031	444	
query_1	TRUE	3.016111230809673e-8	249	7769	144	0.01853520401596087	0.5783132530120482	GO:0034612	GO:BP	response to tumor necrosis factor	21031	8988	
query_1	TRUE	3.1154308462235926e-8	111	7769	76	0.00978246878620157	0.6846846846846847	GO:0001776	GO:BP	leukocyte homeostasis	21031	446	
query_1	TRUE	3.173135690782742e-8	247	7769	143	0.018406487321405585	0.5789473684210527	GO:0031348	GO:BP	negative regulation of defense response	21031	7396	
query_1	TRUE	3.177785354495599e-8	205	7769	123	0.01583215343029991	0.6	GO:0071674	GO:BP	mononuclear cell migration	21031	17349	
query_1	TRUE	3.1962726233169686e-8	228	7769	134	0.01724803707040803	0.5877192982456141	GO:0097191	GO:BP	extrinsic apoptotic signaling pathway	21031	19070	
query_1	TRUE	3.289105518007253e-8	76	7769	57	0.007336851589651178	0.75	GO:0002293	GO:BP	alpha-beta T cell differentiation involved in immune response	21031	832	
query_1	TRUE	3.289105518007253e-8	76	7769	57	0.007336851589651178	0.75	GO:0002287	GO:BP	alpha-beta T cell activation involved in immune response	21031	826	
query_1	TRUE	3.577531035852265e-8	98	7769	69	0.008881451924314583	0.7040816326530612	GO:0002275	GO:BP	myeloid cell activation involved in immune response	21031	814	
query_1	TRUE	3.650197982206042e-8	336	7769	184	0.02368387179817222	0.5476190476190477	GO:0040013	GO:BP	negative regulation of locomotion	21031	10242	
query_1	TRUE	3.685668334869736e-8	241	7769	140	0.018020337237739735	0.5809128630705395	GO:0051924	GO:BP	regulation of calcium ion transport	21031	14452	
query_1	TRUE	3.731134275381673e-8	117	7769	79	0.010168618869867422	0.6752136752136753	GO:0032649	GO:BP	regulation of type II interferon production	21031	7972	
query_1	TRUE	4.317638209481871e-8	185	7769	113	0.014544986484747072	0.6108108108108108	GO:0051302	GO:BP	regulation of cell division	21031	14081	
query_1	TRUE	4.5747069812790997e-8	293	7769	164	0.021109537907066548	0.5597269624573379	GO:0072659	GO:BP	protein localization to plasma membrane	21031	17998	
query_1	TRUE	4.864022968941213e-8	291	7769	163	0.020980821212511262	0.5601374570446735	GO:0070372	GO:BP	regulation of ERK1 and ERK2 cascade	21031	16578	
query_1	TRUE	5.106100116207795e-8	609	7769	304	0.03912987514480628	0.49917898193760263	GO:0006753	GO:BP	nucleoside phosphate metabolic process	21031	2478	
query_1	TRUE	5.143258188970985e-8	227	7769	133	0.01711932037585275	0.5859030837004405	GO:0045055	GO:BP	regulated exocytosis	21031	11642	
query_1	TRUE	5.2022044260284736e-8	137	7769	89	0.01145578581542026	0.6496350364963503	GO:0006986	GO:BP	response to unfolded protein	21031	2639	
query_1	TRUE	5.3699514212023294e-8	357	7769	193	0.024842322049169776	0.5406162464985994	GO:0031346	GO:BP	positive regulation of cell projection organization	21031	7394	
query_1	TRUE	5.4378438556290224e-8	433	7769	227	0.029218689664049426	0.5242494226327945	GO:0042391	GO:BP	regulation of membrane potential	21031	10487	
query_1	TRUE	5.4446538069820366e-8	540	7769	274	0.03526837430814777	0.5074074074074074	GO:0051604	GO:BP	protein maturation	21031	14276	
query_1	TRUE	5.475800984854211e-8	147	7769	94	0.012099369288196679	0.6394557823129252	GO:0051783	GO:BP	regulation of nuclear division	21031	14388	
query_1	TRUE	5.499825171719437e-8	73	7769	55	0.00707941820054061	0.7534246575342466	GO:0032481	GO:BP	positive regulation of type I interferon production	21031	7864	
query_1	TRUE	5.631134006893652e-8	82	7769	60	0.007723001673317029	0.7317073170731707	GO:0033627	GO:BP	cell adhesion mediated by integrin	21031	8609	
query_1	TRUE	5.964738329938822e-8	490	7769	252	0.032436607027931524	0.5142857142857142	GO:0099177	GO:BP	regulation of trans-synaptic signaling	21031	19636	
query_1	TRUE	6.581466798276079e-8	391	7769	208	0.026773072467499034	0.5319693094629157	GO:0046486	GO:BP	glycerolipid metabolic process	21031	12596	
query_1	TRUE	6.62478798872772e-8	318	7769	175	0.022525421547174667	0.550314465408805	GO:0090287	GO:BP	regulation of cellular response to growth factor stimulus	21031	18701	
query_1	TRUE	6.729189441899646e-8	75	7769	56	0.007208134895095894	0.7466666666666667	GO:0002294	GO:BP	CD4-positive, alpha-beta T cell differentiation involved in immune response	21031	833	
query_1	TRUE	6.729189441899646e-8	75	7769	56	0.007208134895095894	0.7466666666666667	GO:2000514	GO:BP	regulation of CD4-positive, alpha-beta T cell activation	21031	26501	
query_1	TRUE	6.733555679056686e-8	720	7769	351	0.04517955978890462	0.4875	GO:0009617	GO:BP	response to bacterium	21031	3580	
query_1	TRUE	6.995919809416186e-8	279	7769	157	0.020208521045179558	0.5627240143369175	GO:0015833	GO:BP	peptide transport	21031	5002	
query_1	TRUE	7.016455752376542e-8	292	7769	163	0.020980821212511262	0.5582191780821918	GO:0051962	GO:BP	positive regulation of nervous system development	21031	14486	
query_1	TRUE	7.316038340113017e-8	585	7769	293	0.03771399150469816	0.5008547008547009	GO:0120031	GO:BP	plasma membrane bounded cell projection assembly	21031	20030	
query_1	TRUE	7.543757561094964e-8	247	7769	142	0.018277770626850303	0.5748987854251012	GO:1901873	GO:BP	regulation of post-translational protein modification	21031	22351	
query_1	TRUE	7.546961476688295e-8	86	7769	62	0.007980435062427597	0.7209302325581395	GO:0048708	GO:BP	astrocyte differentiation	21031	13390	
query_1	TRUE	7.821858868979385e-8	301	7769	167	0.0214956879907324	0.5548172757475083	GO:2000146	GO:BP	negative regulation of cell motility	21031	26167	
query_1	TRUE	7.869037980886827e-8	228	7769	133	0.01711932037585275	0.5833333333333334	GO:0071356	GO:BP	cellular response to tumor necrosis factor	21031	17108	
query_1	TRUE	8.218389997397518e-8	205	7769	122	0.015703436735744626	0.5951219512195122	GO:0050679	GO:BP	positive regulation of epithelial cell proliferation	21031	13642	
query_1	TRUE	8.42101629015046e-8	489	7769	251	0.03230789033337624	0.5132924335378323	GO:0050804	GO:BP	modulation of chemical synaptic transmission	21031	13699	
query_1	TRUE	8.604800620722338e-8	310	7769	171	0.022010554768953534	0.5516129032258065	GO:0006874	GO:BP	intracellular calcium ion homeostasis	21031	2561	
query_1	TRUE	8.943963381641766e-8	132	7769	86	0.011069635731754408	0.6515151515151515	GO:0050864	GO:BP	regulation of B cell activation	21031	13747	
query_1	TRUE	8.963421132198437e-8	164	7769	102	0.01312910284463895	0.6219512195121951	GO:0070665	GO:BP	positive regulation of leukocyte proliferation	21031	16742	
query_1	TRUE	9.323489712459762e-8	341	7769	185	0.023812588492727507	0.5425219941348973	GO:0141091	GO:BP	transforming growth factor beta receptor superfamily signaling pathway	21031	20587	
query_1	TRUE	9.548843281308619e-8	197	7769	118	0.01518856995752349	0.5989847715736041	GO:0000302	GO:BP	response to reactive oxygen species	21031	90	
query_1	TRUE	9.551348229248485e-8	144	7769	92	0.01184193589908611	0.6388888888888888	GO:0050671	GO:BP	positive regulation of lymphocyte proliferation	21031	13634	
query_1	TRUE	9.554087762242473e-8	105	7769	72	0.009267602007980436	0.6857142857142857	GO:0033209	GO:BP	tumor necrosis factor-mediated signaling pathway	21031	8355	
query_1	TRUE	1.000132480693784e-7	547	7769	276	0.035525807697258334	0.5045703839122486	GO:0010817	GO:BP	regulation of hormone levels	21031	4482	
query_1	TRUE	1.0273785416188675e-7	598	7769	298	0.03835757497747458	0.4983277591973244	GO:0030031	GO:BP	cell projection assembly	21031	6892	
query_1	TRUE	1.2092448095591572e-7	429	7769	224	0.028832539580383575	0.5221445221445221	GO:0043434	GO:BP	response to peptide hormone	21031	11046	
query_1	TRUE	1.217223747961881e-7	274	7769	154	0.019822370961513708	0.5620437956204379	GO:0031668	GO:BP	cellular response to extracellular stimulus	21031	7534	
query_1	TRUE	1.21983223583989e-7	364	7769	195	0.025099755438280344	0.5357142857142857	GO:1901653	GO:BP	cellular response to peptide	21031	22153	
query_1	TRUE	1.294765031864727e-7	285	7769	159	0.020465954434290126	0.5578947368421052	GO:0007162	GO:BP	negative regulation of cell adhesion	21031	2757	
query_1	TRUE	1.4065404431292373e-7	597	7769	297	0.0382288582829193	0.49748743718592964	GO:0048667	GO:BP	cell morphogenesis involved in neuron differentiation	21031	13350	
query_1	TRUE	1.474174537192026e-7	466	7769	240	0.030892006693268116	0.5150214592274678	GO:0007409	GO:BP	axonogenesis	21031	2939	
query_1	TRUE	1.4858126405078408e-7	338	7769	183	0.02355515510361694	0.5414201183431953	GO:0060562	GO:BP	epithelial tube morphogenesis	21031	15217	
query_1	TRUE	1.5154790255525796e-7	457	7769	236	0.03037713991504698	0.5164113785557987	GO:0010975	GO:BP	regulation of neuron projection development	21031	4609	
query_1	TRUE	1.583202494075091e-7	303	7769	167	0.0214956879907324	0.5511551155115512	GO:0001666	GO:BP	response to hypoxia	21031	382	
query_1	TRUE	1.5900180115233634e-7	376	7769	200	0.025743338911056766	0.5319148936170213	GO:0032535	GO:BP	regulation of cellular component size	21031	7905	
query_1	TRUE	1.6310233632574217e-7	153	7769	96	0.012356802677307247	0.6274509803921569	GO:0006865	GO:BP	amino acid transport	21031	2556	
query_1	TRUE	1.6310233632574217e-7	153	7769	96	0.012356802677307247	0.6274509803921569	GO:0002687	GO:BP	positive regulation of leukocyte migration	21031	1212	
query_1	TRUE	1.6342835178013802e-7	135	7769	87	0.011198352426309692	0.6444444444444445	GO:0051209	GO:BP	release of sequestered calcium ion into cytosol	21031	14013	
query_1	TRUE	1.663300363041664e-7	147	7769	93	0.011970652593641395	0.6326530612244898	GO:0032946	GO:BP	positive regulation of mononuclear cell proliferation	21031	8211	
query_1	TRUE	1.6697282780860312e-7	345	7769	186	0.02394130518728279	0.5391304347826087	GO:0070482	GO:BP	response to oxygen levels	21031	16639	
query_1	TRUE	1.6732596590694732e-7	102	7769	70	0.009010168618869868	0.6862745098039216	GO:0045639	GO:BP	positive regulation of myeloid cell differentiation	21031	11886	
query_1	TRUE	1.705251112235735e-7	334	7769	181	0.02329772171450637	0.5419161676646707	GO:0055074	GO:BP	calcium ion homeostasis	21031	14695	
query_1	TRUE	1.7244405736138544e-7	50	7769	41	0.005277384476766637	0.82	GO:0002269	GO:BP	leukocyte activation involved in inflammatory response	21031	808	
query_1	TRUE	1.7244405736138544e-7	50	7769	41	0.005277384476766637	0.82	GO:0042088	GO:BP	T-helper 1 type immune response	21031	10307	
query_1	TRUE	1.8075635457377863e-7	188	7769	113	0.014544986484747072	0.601063829787234	GO:0002700	GO:BP	regulation of production of molecular mediator of immune response	21031	1225	
query_1	TRUE	1.8445442449828e-7	260	7769	147	0.01892135409962672	0.5653846153846154	GO:0018212	GO:BP	peptidyl-tyrosine modification	21031	5475	
query_1	TRUE	1.8582746874485112e-7	286	7769	159	0.020465954434290126	0.5559440559440559	GO:0016197	GO:BP	endosomal transport	21031	5230	
query_1	TRUE	1.9553717527599537e-7	258	7769	146	0.01879263740507144	0.5658914728682171	GO:0018108	GO:BP	peptidyl-tyrosine phosphorylation	21031	5416	
query_1	TRUE	1.9714395713050484e-7	319	7769	174	0.022396704852619385	0.5454545454545454	GO:0042886	GO:BP	amide transport	21031	10780	
query_1	TRUE	1.9948819116245888e-7	182	7769	110	0.01415883640108122	0.6043956043956044	GO:2001242	GO:BP	regulation of intrinsic apoptotic signaling pathway	21031	27117	
query_1	TRUE	1.9955961216835663e-7	207	7769	122	0.015703436735744626	0.5893719806763285	GO:0043123	GO:BP	positive regulation of canonical NF-kappaB signal transduction	21031	10894	
query_1	TRUE	2.083369510024718e-7	205	7769	121	0.015574720041189342	0.5902439024390244	GO:0030073	GO:BP	insulin secretion	21031	6910	
query_1	TRUE	2.0847756167252356e-7	601	7769	298	0.03835757497747458	0.49584026622296173	GO:0009117	GO:BP	nucleotide metabolic process	21031	3323	
query_1	TRUE	2.095728869553589e-7	306	7769	168	0.02162440468528768	0.5490196078431373	GO:0051056	GO:BP	regulation of small GTPase mediated signal transduction	21031	13905	
query_1	TRUE	2.1457548842549567e-7	527	7769	266	0.0342386407517055	0.5047438330170778	GO:0061564	GO:BP	axon development	21031	16051	
