Symbol	SRR2182228	SRR2182229	SRR2182230	SRR2182231	SRR2182232	SRR2182233	SRR2182234	SRR2182235	SRR2182285	SRR2182286	SRR2182287	SRR2182288	SRR2182289	SRR2182290	SRR2182291	SRR2182292	SRR2182293	SRR2182294	SRR2182295	SRR2182296	SRR2182297	SRR2182298	SRR2182299	SRR2182300	SRR2182301	SRR2182302	SRR2182303	SRR2182304	SRR2182305	SRR2182306	SRR2182307	SRR2182308	SRR2182309	SRR2182310	SRR2182311	SRR2182312	SRR2182313	SRR2182314	SRR2182315	SRR2182316	SRR2182317	SRR2182318	SRR2182319	SRR2182320	SRR2182321	SRR2182322	SRR2182323	SRR2182324	SRR2182325	SRR2182326	SRR2182327	SRR2182328	SRR2182329	SRR2182330	SRR2182331
Ppp1r9b	43244	54755	37077	57427	44689	65309	52511	54053	55643	24964	43764	42626	18026	77059	32411	39019	29353	18318	56751	35333	59339	113541	35931	55968	73849	36529	49390	102312	54329	111787	36114	64182	31261	24295	54946	48165	24068	22309	37666	82994	34077	72381	34420	77706	49605	183317	29399	107301	44861	22000	43266	66345	36713	173572	27138
Pde1b	8777	8686	5865	9501	9216	9079	7816	4051	51627	24301	53012	43109	14626	83612	28580	29904	23014	7196	46412	46538	69283	125561	49438	74001	83302	46883	68159	120793	61081	142896	50545	24065	10714	13528	30899	39188	10152	14499	18363	67400	14748	30731	14888	8478	4232	17361	3150	13802	4553	2613	6027	5942	3877	19680	2561
Gnas	46176	42934	39435	47759	52511	54890	58029	51812	59413	27864	33264	38809	25743	93906	33117	44927	41978	33017	87588	15202	31466	64451	16048	24749	34979	16444	23022	46110	25108	52074	14873	77522	32426	24426	64166	42996	26249	25647	49373	71593	37129	79457	42525	88260	48408	186930	32527	117277	44851	22201	48516	66787	36053	167886	29915
Ywhag	62743	61703	51750	59914	56761	67620	71706	64917	47829	20179	33283	33923	19600	77862	31961	40331	31783	26464	69203	18495	34447	74458	20141	31423	41331	19696	27936	53246	30330	63421	19056	63726	33279	25047	61219	46919	27656	24962	47060	68671	40230	81833	40147	78377	46777	194658	32716	85850	43772	22835	49890	61422	35756	175762	27553
Ttc3	76138	62987	50630	72903	63421	73498	79472	57097	47971	18099	48337	36557	21116	97554	42321	47718	33872	13221	100070	30308	47441	79911	34427	39831	51196	29434	48535	71751	37130	85865	34437	63093	30404	24891	62154	47868	26015	24232	41391	75447	37466	67180	40432	77922	42459	183927	31213	33484	39154	24574	49027	62791	32025	174872	28749
Hsp90aa1	57836	48006	39668	51452	45418	52158	63645	60632	51797	25546	40366	40535	21164	88014	35266	45839	35293	29597	78378	28321	49215	101802	27507	42436	55393	25857	40877	71489	41221	86355	28973	72792	36867	26717	63680	52166	29725	25247	49378	88542	40687	77517	43244	84627	49699	193883	31794	86448	40375	21864	47148	70112	32075	166371	29583
Kif1b	60809	59605	46964	59046	53683	58701	65823	58367	36883	11407	48521	32851	17658	95303	37877	40468	28721	9269	76368	26824	42612	68543	32131	41879	44698	30578	42841	76296	34530	84729	32242	72092	32723	30314	84565	53828	33214	30401	63727	100152	51062	97670	48353	77663	34859	168668	27108	16504	36269	20623	40904	48345	27713	170609	24293
Gria1	27268	48416	19332	35445	37106	44613	30185	50463	27575	9420	27441	20388	10409	46124	24139	25579	16628	7927	50402	19845	32274	49986	23202	29084	33883	19128	33949	49561	25570	53495	21710	38235	14546	12818	34944	24391	13601	12519	25460	42517	20886	38778	21174	72137	39781	184170	27108	42622	41133	24010	47300	58493	33234	181489	24994
Atp5f1b	54437	49621	50059	53427	59247	64165	74760	53515	71816	32925	50484	48110	25329	102384	35061	44184	40390	37710	75880	29038	52917	117702	36630	51589	67150	34096	49349	85853	50352	108369	34641	57165	30450	25706	68167	48745	25552	25918	49735	78391	36843	78564	41984	68076	37253	148304	29526	160194	39509	19146	41857	50343	30399	146689	26095
Sptbn2	47045	55203	51092	50159	38545	56558	60827	50353	44998	15949	46899	34793	15699	76316	34832	33688	23281	7960	61892	32647	50968	82911	32906	49653	54440	31254	47845	85186	38158	91879	31634	63647	34100	24902	64831	58569	29266	25620	45481	82597	37546	88987	40777	67917	39212	177534	26135	59966	37368	21385	36721	58162	32524	171672	22643
ATP8	59098	47339	45482	56729	59273	66710	77247	46837	69475	28936	66392	47314	23561	108278	56206	55261	38392	9633	83638	42400	53910	122020	50892	61234	70526	38193	65370	80592	51085	120978	52911	51337	26237	26421	58286	42358	22593	26739	41466	75974	32867	80169	38739	65355	40907	156839	31435	27317	33353	21996	50355	65678	27181	157405	26123
Ddx5	52504	51542	44435	60346	77411	65093	65530	50131	49100	22205	47687	37794	17661	92906	34637	39553	28153	23751	74412	44462	72553	138925	46402	66616	85811	44246	64045	117548	62292	124843	46235	68780	32287	26188	69830	51329	25506	27755	51771	99150	36408	79698	44084	57207	28854	134555	23717	53329	30275	19781	39268	44815	24999	134729	21681
Gng7	7848	7427	4894	7939	7717	10342	7158	4336	45049	19112	44419	35083	13855	67548	24808	25589	21227	6805	38815	42343	67950	118359	47592	69086	87746	42843	66765	117100	63719	128087	49034	19721	8822	12096	26278	31532	9797	11882	16501	53935	14008	27547	13873	13152	6384	23085	4693	15008	7239	3614	7190	9339	5711	30490	4052
Rtn3	68192	57397	48806	62706	57852	68945	75470	55961	53970	25149	42538	37387	21447	88984	34708	42170	33861	30129	79320	23382	42150	85028	27681	36673	48768	24532	35991	65564	35237	77160	25195	69415	37381	27322	75801	52629	29967	29347	57564	84416	43178	89419	47727	74746	45346	174736	32147	86018	38782	22211	48516	59877	31659	163959	27892
Ywhah	41223	56984	30520	42000	50914	48976	45205	62998	25726	11389	19615	18950	10618	42285	18987	22306	16444	15617	39947	14603	28164	58425	15810	24134	30097	14696	20611	39002	21721	46157	15434	41305	22884	15639	41949	34197	17499	18776	31916	46919	25122	51693	27627	67949	42861	180745	32958	73506	36149	19416	49350	58985	29661	157344	25929
B2m	7477	56558	74498	76623	114245	78034	102037	109079	3012	1564	2644	2099	1283	5091	1751	2199	1940	1880	3770	1104	1938	4317	1525	1765	2484	1697	1893	3257	1860	3848	1264	2701	1403	1207	3596	1687	1153	1300	2851	3484	1642	3514	2094	2520	1628	6355	1373	5154	2268	864	2043	2198	1754	6559	1196
Grin2b	34646	45762	36913	33235	40400	39693	51451	33560	14588	4295	33933	12092	5309	32197	15822	14985	8545	2680	50063	12152	24570	30672	23893	19714	19506	12887	22298	67809	16257	40198	29013	27116	15869	9351	31789	19439	17987	8254	22402	32192	14528	42863	22462	56092	25740	155295	23657	14593	25910	20298	41055	31983	21964	171316	13751
Thra	55326	39695	39556	45047	42276	52923	57943	34515	38161	16819	31014	26162	14669	60739	26924	31483	24087	20727	54201	24355	40383	81695	24637	36356	52182	24618	35886	68960	38642	69959	24256	53214	28815	22435	57141	39427	23124	21136	42975	67983	33644	70647	39565	74127	44956	164776	28890	107482	37716	21614	46186	57769	31887	160346	26849
Sptbn1	68224	66763	52832	71392	84107	73848	71947	59890	45924	17187	42922	34672	17896	84910	32851	39971	27987	18278	67566	33817	53693	92764	33880	51233	60425	33178	48254	92309	44445	96293	34123	60895	30802	24083	64350	47940	26683	23770	47583	87835	39041	73928	38318	68161	35476	154176	25683	48141	36931	20698	40169	53063	30614	154418	22787
Eno1	35948	38997	36542	38195	40921	41106	46745	50922	48625	24016	33682	32703	16803	65962	26502	32255	28262	20977	54105	22075	41340	82244	23437	36898	51020	23066	31403	64062	37270	70166	22449	50106	28381	18978	52684	46364	20757	22277	37617	62008	30462	63500	31524	69519	36411	148248	25901	158012	34528	16653	38657	49517	28961	131828	21500
Eno2	35791	32856	29812	31617	25172	36939	41736	31307	65232	28980	51554	44470	24741	109820	37823	44799	38916	22006	85007	38997	64112	121652	40627	61559	77418	38159	57182	102856	56604	115829	41631	63713	30347	24679	60065	52903	24290	24393	44879	77063	35867	71361	39304	61719	32878	133810	22202	67236	29555	17006	32963	42886	24383	126252	20054
Scn4b	155	764	204	466	928	280	304	385	51104	25778	63779	54001	15090	82414	28503	30443	24371	7259	35514	33839	53908	89461	44169	55361	62785	36569	55083	92494	45902	117912	43013	15125	7512	10423	22919	31392	7557	11083	13568	53579	10618	21425	9359	1946	369	1845	307	854	449	155	390	601	367	1263	237
Tspan7	62042	49530	36389	65212	48376	62482	59059	33506	65044	29136	50544	46702	22597	98279	39339	45582	35713	30705	73171	33947	58237	121654	39627	53988	74376	37195	54160	95331	54623	115250	37924	69720	35228	29130	71921	54677	28207	29566	52476	92745	40383	88298	44905	57902	36351	138931	25872	89560	34935	18312	42950	48082	28358	140015	22238
